"","Event.Name","Start.Date.Time","End.Date.Time","Event.Type","Event.Borough","Event.Location"
"7727","Union Square Greenmarket","02/16/2022 08:00:00 AM","02/16/2022 07:00:00 PM","Special Event","Manhattan","Union Square Park: North Plaza ,Union Square Park: South Plaza ,Union Square Park: West Plaza"
"7728","Cedar Hill Winter Closure Nov 15, 2021 - April 15, 2022","02/14/2022 12:00:00 AM","02/14/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Cedar Hill"
"7729","Covid 19 testing and Vaccine for the public","02/22/2022 07:00:00 AM","02/22/2022 07:00:00 PM","Special Event","Queens","The Painter's Playground: The Painter's Playground"
"7730","Soccer - Non Regulation","02/20/2022 12:00:00 PM","02/20/2022 04:00:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"7731","Mother's Day 5K","05/07/2022 08:00:00 AM","05/07/2022 09:00:00 AM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 116th Street Island"
"7732","Outdoor Learning-The Studio School-PrivateCh","02/15/2022 09:00:00 AM","02/15/2022 12:00:00 PM","Special Event","Manhattan","Central Park: Wild West Playground Lawn"
"7733","Soccer - Non Regulation","02/14/2022 06:00:00 PM","02/14/2022 10:00:00 PM","Sport - Youth","Brooklyn","Linden Park (Gershwin Park - JHS 166): Football-01"
"7734","Outdoor Learning -BP International Elementary School","02/17/2022 08:00:00 AM","02/17/2022 03:00:00 PM","Special Event","Brooklyn","Cadman Plaza Park: North Lawn"
"7735","Soccer - Non Regulation","02/18/2022 03:00:00 PM","02/18/2022 06:00:00 PM","Sport - Youth","Queens","Frank Principe Park / Maurice Park: Soccer-03"
"7736","Big Apple Circus","02/24/2022 12:00:00 AM","02/24/2022 11:59:00 PM","Special Event","Manhattan","Damrosch Park: Damrosch Park ,Damrosch Park: Bandshell ,Damrosch Park: Tent Area ,Damrosch Park: Sidewalks"
"7737","Soccer - Non Regulation","02/17/2022 04:00:00 PM","02/17/2022 08:30:00 PM","Sport - Youth","Manhattan","Thomas Jefferson Park: Soccer-01"
"7738","Mobile COVID-19 Vaccine","02/23/2022 08:00:00 AM","02/23/2022 07:00:00 PM","Special Event","Staten Island","Franklin D Roosevelt Boardwalk and Beach: Boardwalk South Beach"
"7739","Mobile COVID-19 Test Site","02/18/2022 08:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Staten Island","Wolfe's Pond Park: Lawn"
"7740","Miscellaneous","03/29/2022 09:00:00 AM","03/29/2022 02:00:00 PM","Special Event","Brooklyn","Sunset Park: Soccer-01A ,Sunset Park: Soccer-01B ,Sunset Park: Center Lawn"
"7741","Soccer - Non Regulation","02/21/2022 10:00:00 AM","02/21/2022 10:00:00 PM","Sport - Adult","Manhattan","Chelsea Park: Soccer-01"
"7742","Outdoor Learning","02/18/2022 07:20:00 AM","02/18/2022 01:40:00 PM","Special Event","Queens","Vito Locascio Field / Loring Field: Vito Locascio Field (Loring)"
"7743","Football - Youth","02/27/2022 01:00:00 PM","02/27/2022 04:00:00 PM","Sport - Adult","Manhattan","Baruch Playground: Football-01 ,Baruch Playground: Football-02"
"7744","Celebration","05/20/2022 02:00:00 PM","05/20/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Cop Cot"
"7745","Soccer -Regulation","02/17/2022 02:00:00 PM","02/17/2022 04:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: East River Fields-Soccer-84"
"7746","Celebration","06/14/2022 02:00:00 PM","06/14/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"7747","Outdoor Learning For PE","02/16/2022 08:30:00 AM","02/16/2022 02:45:00 PM","Special Event","Brooklyn","Shore Road Park and Parkway: 79th St Fields-Softball-01"
"7748","Movies Under the Stars","08/13/2022 07:00:00 PM","08/13/2022 09:00:00 PM","Special Event","Manhattan","Samuel Seabury Playground: Basketball-01 ,Samuel Seabury Playground: Basketball-02 ,Samuel Seabury Playground: Basketball-03"
"7749","Soccer -Regulation","02/28/2022 03:30:00 PM","02/28/2022 05:30:00 PM","Sport - Youth","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,Marx Brothers Playground: Soccer-01"
"7750","Soccer - Non Regulation","02/27/2022 10:00:00 AM","02/27/2022 12:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"7751","Outdoor Learning - Brooklyn International High School","02/14/2022 09:00:00 AM","02/14/2022 03:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Multi Purpose Play Area-01"
"7752","Soccer - Non Regulation","02/17/2022 05:30:00 PM","02/17/2022 08:30:00 PM","Sport - Youth","Queens","Flushing Meadows Corona Park: Soccer-08 ,Flushing Meadows Corona Park: Soccer-09"
"7753","Soccer - Non Regulation","02/27/2022 04:00:00 PM","02/27/2022 05:00:00 PM","Sport - Adult","Manhattan","James J Walker Park: Soccer-01"
"7754","Soccer -Regulation","02/27/2022 08:00:00 PM","02/27/2022 10:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"7755","Picnic House - Brianna and Roderick","08/25/2022 12:00:00 PM","08/25/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"7756","Outdoor Learning","02/17/2022 09:00:00 AM","02/17/2022 03:00:00 PM","Special Event","Brooklyn","St. Mary's Playground: St Mary's Playground"
"7757","Jennifer's Playground Afterschool","02/15/2022 03:00:00 PM","02/15/2022 06:00:00 PM","Special Event","Staten Island","Jennifer's Playground: Jennifer's Playground - Whole Park"
"7758","Soccer - Non Regulation","02/22/2022 03:00:00 PM","02/22/2022 05:30:00 PM","Sport - Youth","Bronx","St. James Park: Soccer-01"
"7759","Soccer - Non Regulation","02/26/2022 08:00:00 PM","02/26/2022 11:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"7760","Baseball - 12 and Under (Little League)","02/25/2022 03:00:00 PM","02/25/2022 05:30:00 PM","Sport - Youth","Manhattan","Riverside Park: 103rd St-Softball-04 ,Riverside Park: 103rd St-Softball-05 ,East River Park: Softball-05"
"7761","Soccer - Non Regulation","02/16/2022 01:00:00 PM","02/16/2022 09:00:00 PM","Sport - Youth","Staten Island","Bloomingdale Park: Youth Soccer-01 ,Freshkills Park: Owl Hollow-Soccer-3"
"7762","Outdoor Learning Urban Assembly Media High School-DOE","02/17/2022 11:00:00 AM","02/17/2022 02:00:00 PM","Special Event","Manhattan","Riverside Park South: Waterfront Overlook at 66th St. Lower Level"
"7763","Soccer - Non Regulation","02/14/2022 09:00:00 AM","02/14/2022 07:00:00 PM","Sport - Youth","Queens","Joseph Austin Playground: Soccer-01"
"7764","Outdoor Learning - Brooklyn International High School","02/17/2022 10:00:00 AM","02/17/2022 01:00:00 PM","Special Event","Brooklyn","Trinity Park: Sitting Area"
"7765","Soccer - Non Regulation","02/14/2022 03:30:00 PM","02/14/2022 05:30:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-10"
"7766","Track and Field","02/25/2022 08:00:00 AM","02/25/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"7767","Soccer -Regulation","02/24/2022 04:30:00 PM","02/24/2022 06:00:00 PM","Sport - Youth","Manhattan","Chelsea Park: Soccer-01"
"7768","Soccer - Non Regulation","02/25/2022 10:00:00 AM","02/25/2022 10:00:00 PM","Sport - Adult","Manhattan","Chelsea Park: Soccer-01"
"7769","Soccer - Non Regulation","02/23/2022 02:30:00 PM","02/23/2022 04:30:00 PM","Sport - Youth","Manhattan","Frederick Douglass Playground: Soccer-01"
"7770","Soccer -Regulation","02/19/2022 09:00:00 AM","02/19/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83"
"7771","Dana Discovery Lawn Winter Closure Oct. 31, 2021 - May 7, 2022","02/27/2022 12:00:00 AM","02/27/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dana Discovery Center Lawn"
"7772","Soccer - Non Regulation","02/26/2022 10:00:00 AM","02/26/2022 06:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75"
"7773","Mobile COVID-19 Test Site","02/19/2022 08:00:00 AM","02/19/2022 07:00:00 PM","Special Event","Staten Island","Willowbrook Park: Willowbrook Park"
"7774","Soccer -Regulation","02/15/2022 08:00:00 AM","02/15/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-72"
"7775","Soccer -Regulation","02/27/2022 08:00:00 AM","02/27/2022 04:00:00 PM","Sport - Adult","Manhattan","Riverside Park: 107th/108th St-Soccer-01 E ,East River Park: Soccer-01 East 6th Street"
"7776","Soccer - Non Regulation","02/26/2022 08:00:00 AM","02/26/2022 03:00:00 PM","Sport - Youth","Queens","Big Bush Park: Soccer-01"
"7777","Soccer -Regulation","02/28/2022 09:00:00 AM","02/28/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83"
"7778","Covid 19 testing site","02/25/2022 07:00:00 AM","02/25/2022 07:00:00 PM","Special Event","Brooklyn","Maria Hernandez Park: Perimeter Sidewalk Irving"
"7779","Picnic House","06/12/2022 12:00:00 PM","06/12/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"7780","Outdoor Skills: Shelter Building","02/21/2022 01:00:00 PM","02/21/2022 03:00:00 PM","Special Event","Brooklyn","Marine Park: Salt Marsh Nature Center (Outside Only)"
"7781","Soccer - Non Regulation","02/23/2022 04:00:00 PM","02/23/2022 08:00:00 PM","Sport - Youth","Queens","Forest Park: Soccer-01"
"7782","Great Hill Winter Closure 11-1-2021 - 5-1-2022","02/14/2022 12:00:00 AM","02/14/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Great Hill Oval"
"7783","Outdoor Learning-PS 152-DOE","02/14/2022 08:00:00 AM","02/14/2022 03:00:00 PM","Special Event","Bronx","Colgate Close: Colgate Close"
"7784","Baseball - 13 and Older (Little League)","08/10/2022 04:30:00 PM","08/10/2022 08:00:00 PM","Sport - Youth","Queens","Joseph Austin Playground: Baseball-01"
"7785","Soccer - Non Regulation","02/14/2022 03:00:00 PM","02/14/2022 06:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"7786","2nd  3rd Grade Outdoor Learning","02/15/2022 12:00:00 PM","02/15/2022 02:00:00 PM","Special Event","Bronx","Hunts PointPlayground: Hunts Point Playground"
"7787","Soccer -Regulation","02/27/2022 08:00:00 AM","02/27/2022 05:00:00 PM","Sport - Youth","Bronx","Williamsbridge Oval: Soccer-01 ,Van Cortlandt Park: Stadium-Soccer-08"
"7788","Soccer -Regulation","02/21/2022 06:00:00 PM","02/21/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01"
"7789","Soccer -Regulation","02/19/2022 10:00:00 AM","02/19/2022 05:00:00 PM","Sport - Youth","Queens","Addabbo Park: Pals Oval-Soccer-01"
"7790","Outdoor learning-12X458-DOE","02/28/2022 10:00:00 AM","02/28/2022 02:00:00 PM","Special Event","Bronx","Starlight Park: Starlight Park"
"7791","The 23rd Lunar New Year Parade","02/20/2022 01:00:00 PM","02/20/2022 04:00:00 PM","Parade","Manhattan","MOTT STREET between BROOME STREET and CANAL STREET,  HESTER STREET between BOWERY and MULBERRY STREET,  MOTT STREET between CANAL STREET and CHATHAM SQUARE,  EAST BROADWAY between CHATHAM SQUARE and FORSYTH STREET,  ELDRIDGE STREET between EAST BROADWAY and HESTER STREET,  HESTER STREET between ELDRIDGE STREET and FORSYTH STREET,  FORSYTH STREET between HESTER STREET and GRAND STREET,  CHATHAM SQUARE between MOTT STREET and EAST BROADWAY,  FORSYTH STREET between GRAND STREET and DELANCEY STREET"
"7792","Soccer - Non Regulation","02/22/2022 12:00:00 PM","02/22/2022 10:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"7793","Soccer - Non Regulation","02/26/2022 08:00:00 AM","02/26/2022 10:00:00 AM","Sport - Adult","Manhattan","East River Park: Soccer-01 East 6th Street"
"7794","Mobile COVID-19 Test Site","02/18/2022 08:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Staten Island","Bloomingdale Park: Playground"
"7795","Soccer -Regulation","02/15/2022 06:00:00 PM","02/15/2022 08:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"7796","Celebration","03/24/2022 10:00:00 AM","03/24/2022 12:00:00 PM","Special Event","Manhattan","Central Park: Wagner Cove ,Central Park: Cherry Hill"
"7797","Turtle Pond Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","02/23/2022 12:00:00 AM","02/23/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Turtle Pond Lawn"
"7798","Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022","02/14/2022 12:00:00 AM","02/14/2022 11:59:00 PM","Special Event","Manhattan","Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C"
"7799","Outdoor Learning-West End Day School-Private","02/18/2022 08:00:00 AM","02/18/2022 12:00:00 PM","Special Event","Manhattan","Riverside Park: 74th St-Soccer-03 ,Riverside Park: 74th St-Soccer-03"
"7800","Movies Under the Stars","06/17/2022 07:00:00 PM","06/17/2022 09:00:00 PM","Special Event","Manhattan","James J Walker Park: James J Walker Park ,James J Walker Park: Soccer-01 ,James J Walker Park: Softball-01"
"7801","Lenox hill Farm Box","02/22/2022 11:30:00 AM","02/22/2022 07:30:00 PM","Farmers Market","Manhattan","FIRST AVENUE between EAST   70 STREET and EAST   71 STREET"
"7802","Soccer - Non Regulation","02/19/2022 09:00:00 AM","02/19/2022 02:00:00 PM","Sport - Youth","Manhattan","St Catherine's Park: Soccer-01"
"7803","Outdoor Learning - LLS","02/25/2022 08:30:00 AM","02/25/2022 02:30:00 PM","Special Event","Brooklyn","Fort Greene Park: Mrytle and Washington Park Entrance"
"7804","Soccer - Non Regulation","02/28/2022 03:30:00 PM","02/28/2022 05:30:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"7805","Soccer -Regulation","02/28/2022 03:00:00 PM","02/28/2022 07:00:00 PM","Sport - Youth","Bronx","Harris Park: Soccer-01 ,Van Cortlandt Park: Stadium-Soccer-08 ,Macombs Dam Park: Soccer-01"
"7806","Mobile COVID-19 Test Site","02/27/2022 08:00:00 AM","02/27/2022 07:00:00 PM","Special Event","Staten Island","Lieutenant John H. Martinson Playground: Lieutenant John H. Martinson Playground"
"7807","NYC Surfing Surf School","02/14/2022 08:00:00 AM","02/14/2022 03:00:00 PM","Special Event","Queens","Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach"
"7808","Soccer - Non Regulation","02/21/2022 08:00:00 AM","02/21/2022 03:30:00 PM","Sport - Youth","Manhattan","De Witt Clinton Park: Soccer-01"
"7809","Lawn Closure of Magnolia Lawn","02/24/2022 12:00:00 AM","02/24/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Magnolia Lawn"
"7810","Football - Youth","02/24/2022 09:00:00 AM","02/24/2022 09:00:00 PM","Sport - Youth","Brooklyn","St. John's Park: Buddy Keaton-Soccer-01"
"7811","Basketball","02/25/2022 09:00:00 AM","02/25/2022 05:00:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-01 ,JHS 51 JOP: Basketball-02 ,JHS 51 JOP: Basketball-03"
"7812","Baseball - 13 and Older (Little League)","02/23/2022 04:00:00 PM","02/23/2022 06:00:00 PM","Sport - Youth","Manhattan","Harlem River Park: Baseball-01"
"7813","Outdoor Learning-Brooklyn Heights Montessori School-Private","02/18/2022 10:00:00 AM","02/18/2022 03:00:00 PM","Special Event","Brooklyn","Van Voorhees Playground: Sitting Area ,Van Voorhees Playground: Softball-01"
"7814","Soccer - Non Regulation","02/27/2022 09:00:00 AM","02/27/2022 01:00:00 PM","Sport - Youth","Manhattan","Columbus Park: Soccer-01"
"7815","Mobile COVID-19 Test Site","02/23/2022 10:00:00 AM","02/23/2022 07:00:00 PM","Special Event","Staten Island","Conference House Park: Beach Page Ave Conference House Park"
"7816","Diana Ross Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","02/19/2022 12:00:00 AM","02/19/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Diana Ross Playground Lawn"
"7817","Football - Youth","02/18/2022 09:00:00 AM","02/18/2022 08:00:00 PM","Sport - Youth","Bronx","Macombs Dam Park: Soccer-01 ,Soundview Park: Soccer-01"
"7818","Soccer - Non Regulation","02/25/2022 03:30:00 PM","02/25/2022 05:30:00 PM","Sport - Youth","Brooklyn","Parade Ground: Soccer-11"
"7819","Soccer -Regulation","02/28/2022 08:00:00 AM","02/28/2022 04:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-03 ,Calvert Vaux Park: Soccer-04"
"7820","AfterCare Recess","02/14/2022 03:00:00 PM","02/14/2022 05:00:00 PM","Special Event","Staten Island","Naples Playground: Basketball-02 ,Naples Playground: Basketball-01 ,Naples Playground: Softball-01"
"7821","Soccer - Non Regulation","02/19/2022 10:00:00 AM","02/19/2022 06:00:00 PM","Sport - Youth","Queens","College Point Fields: Soccer-01"
"7822","Miscellaneous","02/15/2022 08:00:00 AM","02/15/2022 06:00:00 PM","Sport - Youth","Staten Island","Markham Playground: Multi Purpose Play Area-01 ,Markham Playground: Basketball-01 ,Markham Playground: Basketball-02"
"7823","Dairy Lawn Winter Closure Nov. 29, 2021 - April 2, 2022","02/16/2022 12:00:00 AM","02/16/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Dairy Lawn"
"7824","Miscellaneous","08/25/2022 06:00:00 PM","08/25/2022 08:00:00 PM","Sport - Youth","Manhattan","Harlem River Park: Soccer-01"
"7825","Soccer -Regulation","02/26/2022 06:00:00 PM","02/26/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01"
"7826","Celebration","05/21/2022 02:30:00 PM","05/21/2022 04:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"7827","Outdoor Learning-PS 43- DOE","02/21/2022 08:00:00 AM","02/21/2022 03:00:00 PM","Special Event","Bronx","Ranaqua Park: Ranaqua Park"
"7828","Miscellaneous","02/14/2022 09:00:00 AM","02/14/2022 05:30:00 PM","Sport - Youth","Bronx","P.S. 29 Ball Field: Softball-01"
"7829","Covid 19 testing and Vaccine for the public","02/17/2022 07:00:00 AM","02/17/2022 07:00:00 PM","Special Event","Queens","The Painter's Playground: The Painter's Playground"
"7830","Covid 19 testing site","02/22/2022 07:00:00 AM","02/22/2022 07:00:00 PM","Special Event","Brooklyn","Rappaport Playground: Rappaport Playground"
"7831","Baseball - 13 and Older (Little League)","02/21/2022 03:30:00 PM","02/21/2022 06:00:00 PM","Sport - Youth","Brooklyn","Bush Terminal Park: Baseball-01"
"7832","Soccer - Non Regulation","02/27/2022 08:00:00 AM","02/27/2022 12:00:00 PM","Sport - Adult","Manhattan","Frederick Douglass Playground: Soccer-01"
"7833","Soccer - Non Regulation","02/25/2022 09:00:00 PM","02/25/2022 10:00:00 PM","Sport - Adult","Brooklyn","McCarren Park: Soccer-01"
"7834","Miscellaneous","02/27/2022 08:30:00 AM","02/27/2022 05:00:00 PM","Sport - Youth","Brooklyn","Manhattan Beach Park: Softball-01"
"7835","Picnic House","10/30/2022 12:00:00 PM","10/30/2022 06:00:00 PM","Special Event","Brooklyn","Prospect Park: Picnic House South ,Prospect Park: Picnic House"
"7836","Soccer - Non Regulation","02/16/2022 07:00:00 PM","02/16/2022 08:30:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"7837","Soccer -Regulation","02/22/2022 10:00:00 AM","02/22/2022 09:30:00 PM","Sport - Adult","Bronx","Macombs Dam Park: Soccer-01"
"7838","Jennifer's Playground Afterschool","02/23/2022 03:00:00 PM","02/23/2022 06:00:00 PM","Special Event","Staten Island","Jennifer's Playground: Jennifer's Playground - Whole Park"
"7839","Celebration","09/03/2022 04:00:00 PM","09/03/2022 06:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"7840","Football - Youth","02/20/2022 01:00:00 PM","02/20/2022 04:00:00 PM","Sport - Adult","Manhattan","Baruch Playground: Football-01 ,Baruch Playground: Football-02"
"7841","Soccer - Non Regulation","02/27/2022 11:00:00 AM","02/27/2022 01:00:00 PM","Sport - Adult","Manhattan","De Witt Clinton Park: Soccer-01"
"7842","Football - Youth","02/24/2022 10:00:00 AM","02/24/2022 08:00:00 PM","Sport - Youth","Brooklyn","Parade Ground: Football-09"
"7843","Soccer - Non Regulation","02/14/2022 08:00:00 AM","02/14/2022 08:00:00 PM","Sport - Youth","Queens","Highland Park: Soccer-01"
"7844","Baseball - 12 and Under (Little League)","02/15/2022 08:00:00 AM","02/15/2022 08:00:00 PM","Sport - Youth","Brooklyn","Monsignor Crawford Field: Softball-01 ,Monsignor Crawford Field: Softball-02"
"7845","Outdoor Learning - Brooklyn International High School","02/15/2022 09:00:00 AM","02/15/2022 03:00:00 PM","Special Event","Brooklyn","Commodore Barry Park: Multi Purpose Play Area-01"
"7846","Mobile COVID-19 Test Site","02/25/2022 08:00:00 AM","02/25/2022 07:00:00 PM","Special Event","Staten Island","Wolfe's Pond Park: Lawn"
"7847","Football - Adults","02/18/2022 06:00:00 AM","02/18/2022 11:30:00 PM","Sport - Adult","Queens","Brookville Park: Football-01"
"7848","Soccer - Non Regulation","02/24/2022 07:00:00 PM","02/24/2022 08:00:00 PM","Sport - Adult","Brooklyn","Sternberg Park (Lindsey Park): Football-01"
"7849","Outdoor Learning Permit","02/15/2022 09:30:00 AM","02/15/2022 01:30:00 PM","Special Event","Manhattan","Inwood Hill Park: Emerson Playground"
"7850","Soccer - Non Regulation","02/16/2022 09:00:00 AM","02/16/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"7851","Miscellaneous","02/18/2022 06:00:00 PM","02/18/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"7852","Celebration","04/05/2022 01:00:00 PM","04/05/2022 02:00:00 PM","Special Event","Manhattan","Central Park: Ladies' Pavilion"
"7853","Soccer -Regulation","02/20/2022 02:00:00 PM","02/20/2022 06:30:00 PM","Sport - Youth","Staten Island","Bloomingdale Park: Soccer-01"
"7854","Soccer - Non Regulation","02/23/2022 06:30:00 PM","02/23/2022 10:00:00 PM","Sport - Youth","Brooklyn","Calvert Vaux Park: Soccer-01"
"7855","Model Aircraft Flying Field","02/19/2022 08:00:00 AM","02/19/2022 08:00:00 PM","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field"
"7856","Soccer -Regulation","02/17/2022 09:00:00 AM","02/17/2022 07:00:00 PM","Sport - Youth","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-83"
"7857","Soccer - Non Regulation","02/20/2022 10:00:00 AM","02/20/2022 04:00:00 PM","Sport - Adult","Manhattan","Chelsea Park: Soccer-01"
"7858","Soccer -Regulation","02/27/2022 08:00:00 AM","02/27/2022 02:30:00 PM","Sport - Adult","Queens","Addabbo Park: Pals Oval-Soccer-01 ,Hinton Park: Baseball-01 ,Hinton Park: Softball-02"
"7859","Covid -19 testing for the public","02/18/2022 07:00:00 AM","02/18/2022 07:00:00 PM","Special Event","Staten Island","Naples Playground: Basketball-01"
"7860","Model Aircraft Flying Field","02/26/2022 08:00:00 AM","02/26/2022 08:00:00 PM","Special Event","Staten Island","LaTourette Park & Golf Course: Model Airplane Field"
"7861","Football - Youth","02/17/2022 10:00:00 AM","02/17/2022 07:30:00 PM","Sport - Youth","Brooklyn","Betsy Head Park: Football-02"
"7862","AfterCare Recess","02/21/2022 03:00:00 PM","02/21/2022 05:00:00 PM","Special Event","Staten Island","Naples Playground: Basketball-02 ,Naples Playground: Basketball-01 ,Naples Playground: Softball-01"
"7863","Miscellaneous","02/21/2022 08:00:00 AM","02/21/2022 08:00:00 PM","Sport - Youth","Brooklyn","P.O. Reinaldo Salgado Playground (PS 309): Football-01"
"7864","Soccer - Non Regulation","02/23/2022 03:30:00 PM","02/23/2022 05:30:00 PM","Sport - Youth","Manhattan","Eugene McCabe Field: Soccer-01"
"7865","Mobile COVID-19 Test Site","02/27/2022 08:00:00 AM","02/27/2022 07:00:00 PM","Special Event","Staten Island","Bloomingdale Park: Playground"
"7866","Lawn Closure of Oval lawn","02/26/2022 12:00:00 AM","02/26/2022 11:00:00 PM","Special Event","Manhattan","Madison Square Park: Oval Lawn"
"7867","Soccer - Non Regulation","02/20/2022 08:00:00 AM","02/20/2022 10:00:00 PM","Sport - Adult","Brooklyn","Bush Terminal Park: Soccer-01"
"7868","Miscellaneous","02/21/2022 06:00:00 PM","02/21/2022 08:00:00 PM","Sport - Youth","Queens","Astoria Park: Soccer-01"
"7869","Basketball","02/23/2022 03:30:00 PM","02/23/2022 05:30:00 PM","Sport - Youth","Brooklyn","JHS 51 JOP: Basketball-04"
"7870","Covid -19 testing for the public","02/14/2022 07:00:00 AM","02/14/2022 07:00:00 PM","Special Event","Staten Island","Silver Lake Park: Concert Area - Forest Ave Side"
"7871","Pilgrim Hill Winter Closure Nov. 29, 2021 - May 7, 2022","02/21/2022 12:00:00 AM","02/21/2022 11:59:00 PM","Special Event","Manhattan","Central Park: Pilgrim Hill"
"7872","Outdoor Learning - Brooklyn International High School","02/28/2022 10:00:00 AM","02/28/2022 01:00:00 PM","Special Event","Brooklyn","Trinity Park: Sitting Area"
"7873","Miscellaneous","06/01/2022 08:00:00 AM","06/01/2022 01:00:00 PM","Special Event","Queens","Francis Lewis Park: Francis Lewis Park"
"7874","E 102 Landscape Winter Closure  Dec 2, 2021 - April 2, 2022","02/28/2022 12:00:00 AM","02/28/2022 11:00:00 PM","Special Event","Manhattan","Central Park: East 102nd St Landscape A ,Central Park: East 102nd St Landscape B ,Central Park: East 102nd St Clay Oval"
"7875","Soccer - Non Regulation","02/20/2022 06:00:00 PM","02/20/2022 10:00:00 PM","Sport - Adult","Manhattan","Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-74"
